passenger_id,survived
1092,0.15481174
248,0.38567424
346,0.1862709
563,0.12510839
99,0.97281903
807,0.3042019
665,0.47852144
323,0.13647424
20,0.39370456
272,0.93585724
530,0.25987774
1170,0.079272464
565,0.19541518
666,0.73472714
818,0.5365786
948,0.113181576
943,0.74275774
706,0.54692316
280,0.18000144
692,0.54892415
533,0.8121439
1040,0.59863776
428,0.7692539
1158,0.59852797
736,0.040220506
218,0.9609177
915,0.14172432
377,0.6442342
786,0.16922015
88,0.9518722
860,0.62083167
1297,0.113181576
875,0.101316765
141,0.9647432
6,0.9836181
33,0.979594
1208,0.24997813
338,0.16942902
318,0.26125282
457,0.135103
90,0.9152031
271,0.49648762
1018,0.113181576
1289,0.124694616
227,0.93344945
1194,0.113181576
403,0.21517576
108,0.9541473
510,0.29711932
1265,0.40702465
